condition_name,n_people,prevalence_pct,mean_codes_per_affected
Motion sickness,32,0.4,2.2
Kyphosis of thoracic spine,32,0.4,2.5
Crohn's disease of small and large intestines,32,0.4,29.7
Asymptomatic periapical periodontitis,32,0.4,2.7
Diverticulosis of large intestine,32,0.4,1.5
"Keratoconjunctivitis sicca, in Sjögren's syndrome",32,0.4,4.3
Fetal heart finding,32,0.4,1.9
Placental finding,32,0.4,1.3
Abrasion of skin of lower leg,32,0.4,2.0
Acquired unequal limb length,32,0.4,2.8
Intrinsic asthma,32,0.4,3.3
Sudden hearing loss,32,0.4,8.4
Malignant lymphoma,32,0.4,34.8
Disorder of upper respiratory system,31,0.4,2.1
Disorder of iron metabolism,31,0.4,5.5
Chondrocalcinosis of knee joint,31,0.4,2.8
Disorder of transplanted kidney,31,0.4,48.0
Postoperative hematoma formation,31,0.4,1.8
Corneal opacity,31,0.4,2.8
Strabismus,31,0.4,4.7
Tenosynovitis,31,0.4,2.8
Acute deep venous thrombosis of popliteal vein,31,0.4,3.6
Ulcer of lower extremity,31,0.4,4.5
Rectal prolapse,31,0.4,10.7
Hypertrophic cardiomyopathy,31,0.4,30.1
Degenerative disorder,31,0.4,2.4
Paronychia,31,0.4,1.4
Serous retinal detachment,31,0.4,5.9
Gouty arthropathy,31,0.4,7.6
Immune thrombocytopenia,31,0.4,15.5
Longstanding persistent atrial fibrillation,31,0.4,7.5
Hemiplegia,31,0.4,2.6
Laceration of thumb,31,0.4,11.9
Open wound of forehead without complication,31,0.4,1.5
Intervertebral disc disorder of cervical region with myelopathy,31,0.4,3.3
Pounding heart,31,0.4,5.5
Familial hypercholesterolemia,31,0.4,15.6
Acute gingivitis,31,0.4,2.0
Abscess of limb,31,0.4,4.0
Injury of eye region,31,0.4,2.2
Chest discomfort,31,0.4,3.1
Dermopathy due to type 2 diabetes mellitus,31,0.4,3.4
Demyelinating disease of central nervous system,31,0.4,54.1
Urethral stricture,31,0.4,5.5
Primary malignant neoplasm of ovary,30,0.4,65.4
Strain of supraspinatus muscle AND/OR tendon,30,0.4,1.7
Facial nerve disorder,30,0.4,4.2
Disorder of basal ganglia,30,0.4,2.9
Anemia due to and following chemotherapy,30,0.4,7.1
Syphilis,30,0.4,7.7
Disorder of spleen,30,0.4,3.4
Disorder of mineral metabolism,30,0.4,5.3
Impulse control disorder,30,0.4,3.6
Acute bronchiolitis,30,0.4,2.3
Substance dependence,30,0.4,5.7
Dermatitis caused by substance taken via oral route,30,0.4,1.4
Endemic goiter,30,0.4,3.6
Mechanical complication of vascular device,30,0.4,3.2
Edentulous alveolar ridge,30,0.4,2.1
Pain in elbow,30,0.4,4.2
Syndrome of inappropriate vasopressin secretion,30,0.4,2.3
Ductal carcinoma in situ of right breast,30,0.4,18.2
Herpes zoster,30,0.4,2.5
Ankle instability,30,0.4,6.5
Polyclonal hypergammaglobulinemia,30,0.4,2.3
Abnormal results function studies of central nervous system,30,0.4,2.0
"Major depression single episode, in partial remission",30,0.4,8.8
Multiple myeloma,30,0.4,124.9
Typical atrial flutter,30,0.4,10.0
Sprain of cruciate ligament of knee,30,0.4,6.6
Gastroduodenitis,30,0.4,1.9
Second degree atrioventricular block,30,0.4,6.5
Onychomycosis,30,0.4,2.6
Chronic laryngitis,30,0.4,2.4
Congenital anomaly of intestinal tract,30,0.4,3.2
Cerebral infarction due to embolism of cerebral arteries,30,0.4,4.7
Pyonephrosis,30,0.4,2.8
Abdominal bloating,30,0.4,2.8
Solar degeneration,30,0.4,1.8
Placenta previa without hemorrhage,30,0.4,4.2
Estrogen receptor positive tumor,30,0.4,25.5
Hiccoughs,30,0.4,1.8
Celiac disease,30,0.4,15.9
Erythema,30,0.4,2.3
Neutropenic disorder,30,0.4,9.1
Impacted cerumen of bilateral ears,30,0.4,2.2
Acute secretory otitis media,29,0.4,1.6
Disorder of left lower extremity,29,0.4,3.6
Disorder of hand,29,0.4,2.6
Abnormality of systemic vein,29,0.4,6.0
Infectious mononucleosis,29,0.4,3.0
Postprocedural infection,29,0.4,2.5
Neoplasm of uncertain behavior of urinary bladder,29,0.4,6.9
Prurigo nodularis,29,0.4,4.8
Compression of brain,29,0.4,5.9
Renal osteodystrophy,29,0.4,4.4
Posttraumatic headache,29,0.4,3.9
Contusion of trunk,29,0.4,1.6
Stricture of esophagus,29,0.4,3.7
Pain in right hip joint,29,0.4,3.6
Chronic pulmonary embolism,29,0.4,10.0
Cyst of epididymis,29,0.4,2.5
Cognitive communication disorder,29,0.4,12.8
Anal fistula,29,0.4,15.8
Mallet finger,29,0.4,4.8
Sepsis caused by Escherichia coli,29,0.4,2.4
Nodular prostate without urinary obstruction,29,0.4,5.3
Paranoid schizophrenia,29,0.4,25.0
Acute severe refractory exacerbation of asthma,29,0.4,2.4
Gonorrhea,29,0.4,2.6
Closed fracture of patella,29,0.4,10.7
Arthropathy of right knee joint,29,0.4,2.9
Disorder of amniotic cavity AND/OR membrane,29,0.4,3.0
Galactorrhea not associated with childbirth,29,0.4,3.1
Cytomegalovirus infection,29,0.4,10.6
Wound dehiscence,29,0.4,2.1
Chronic hepatitis,29,0.4,5.0
Sarcoidosis,29,0.4,58.2
"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",29,0.4,2.9
Derangement of lateral meniscus,29,0.4,2.9
Pilonidal cyst,29,0.4,3.4
Cellulitis and abscess of finger and toe,29,0.4,2.3
Disorder due to and following injury of muscle and tendon of upper limb,29,0.4,3.0
Ear problem,29,0.4,1.2
"Pre-existing hypertension complicating pregnancy, childbirth and puerperium",29,0.4,6.9
Laceration of forearm,29,0.4,1.8
Blind left eye,29,0.4,3.1
Acute osteomyelitis of ankle and/or foot,29,0.4,11.1
Corneal endothelial dystrophy,29,0.4,13.3
Renal hypertension,29,0.4,15.8
Generalized skin eruption caused by drug and medicament,29,0.4,2.5
"Closed fracture lumbar vertebra, wedge",28,0.4,5.4
Ganglion of joint,28,0.4,2.2
Hyperpituitarism,28,0.4,9.6
Localized visual field defect,28,0.4,3.6
Glossodynia,28,0.4,2.2
Thyroiditis,28,0.4,6.4
Allergic reaction caused by Hevea brasiliensis latex protein,28,0.4,2.4
Gluteal tendinitis,28,0.4,4.0
Chronic otitis externa,28,0.4,3.0
Abnormal heart beat,28,0.4,1.7
Benign neoplasm of autonomic nerve,28,0.4,2.9
Acute respiratory distress,28,0.4,1.6
Primary malignant neoplasm of central portion of female breast,28,0.4,25.4
Retained foreign body,28,0.4,1.7
Retinal detachment,28,0.4,16.0
Cardiovascular system complication of procedure,28,0.4,1.5
Internal hordeolum,28,0.4,2.2
Hyperprolactinemia,28,0.4,12.5
Varicose ulcer of lower extremity,28,0.4,10.3
Extreme obesity with alveolar hypoventilation,28,0.4,6.6
Renovascular hypertension,28,0.4,6.6
Disorder of endocrine ovary,28,0.4,3.2
Transplanted liver present,28,0.4,192.0
Constipation by outlet obstruction,28,0.4,7.6
Dementia with behavioral disturbance,28,0.4,4.5
Closed fracture of fifth metatarsal bone,28,0.4,4.0
Premenstrual tension syndrome,28,0.4,3.2
Cocaine dependence in remission,28,0.4,8.2
Hypertrophic osteoarthropathy,28,0.4,2.5
Glycosuria,28,0.4,2.3
Transient visual loss,28,0.4,2.1
Root caries,28,0.4,2.9
Anatomical narrow angle glaucoma with borderline intraocular pressure,28,0.4,5.1
Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis,28,0.4,3.1
Polymyalgia rheumatica,28,0.4,32.4
Acute insomnia,27,0.3,2.5
Hypoxemic respiratory failure,27,0.3,1.6
Neutropenia due to and following chemotherapy,27,0.3,8.1
Chronic serous otitis media,27,0.3,8.0
Loss of teeth,27,0.3,6.1
Complicated internal hemorrhoid,27,0.3,1.8
Complication due to ulcerative colitis,27,0.3,11.0
Corneal ulcer,27,0.3,15.7
Contusion of toe,27,0.3,1.8
Corpus luteum cyst,27,0.3,1.4
Migraine variants,27,0.3,2.8
Allergic condition,27,0.3,3.9
Disorder of carbohydrate metabolism,27,0.3,2.3
Cerebral cyst,27,0.3,5.6
Disorder of jaw,27,0.3,2.3
Non-infectious disorder of lymphatics,27,0.3,2.3
Glasgow coma scale finding,27,0.3,1.4
Alzheimer's disease,27,0.3,13.0
"Closed fracture proximal phalanx, toe",27,0.3,2.2
Exacerbation of mild persistent asthma,27,0.3,4.6
Posterior vitreous detachment,27,0.3,2.9
Heterozygous thalassemia,27,0.3,7.7
Edema of lower extremity,27,0.3,3.2
Cramp in lower leg associated with rest,27,0.3,3.2
"Gastric ulcer without hemorrhage, without perforation AND without obstruction",27,0.3,2.6
Localized osteoporosis - Lequesne,27,0.3,3.8
Carious exposure of pulp,27,0.3,2.1
Collapse of lumbar vertebra,27,0.3,2.1
Acquired palmoplantar keratoderma,27,0.3,2.6
Ductal carcinoma in situ of left breast,27,0.3,12.0
Pain of right knee region,27,0.3,2.9
Atherosclerosis of renal artery,27,0.3,11.2
Candidiasis of urogenital site,27,0.3,1.8
Dystonia,27,0.3,7.9
Polyneuropathy associated with another disorder,27,0.3,5.2
Disorder of peritoneum,27,0.3,1.8
Diarrhea of presumed infectious origin,27,0.3,1.5
Collapse of thoracic vertebra,27,0.3,2.4
Effusion of joint of shoulder region,27,0.3,2.0
Acute deep venous thrombosis of upper extremity,27,0.3,4.6
Prolapsed thoracic intervertebral disc,27,0.3,3.7
Exotropia,27,0.3,4.4
Central serous chorioretinopathy,26,0.3,12.6
Macular edema and retinopathy due to type 2 diabetes mellitus,26,0.3,21.0
Edema of larynx,26,0.3,5.1
Headache caused by drug,26,0.3,3.7
Chronic pain of right upper limb,26,0.3,6.2
Severe obesity,26,0.3,8.8
Disorders of bilirubin excretion,26,0.3,4.2
Labyrinthitis,26,0.3,1.9
Mononeuropathy of upper limb,26,0.3,2.6
Autism spectrum disorder,26,0.3,22.0
Articular cartilage disorder,26,0.3,1.9
Nephritic syndrome,26,0.3,9.2
Phlebitis of superficial veins of lower extremity,26,0.3,4.1
Renal disorder due to type 1 diabetes mellitus,26,0.3,13.5
Recurrent inguinal hernia,26,0.3,6.7
Acute effect of ultraviolet radiation on normal skin,26,0.3,3.7
Disorder of lacrimal gland,26,0.3,2.2
Necrosis of the pulp,26,0.3,2.9
Hypertensive complication,26,0.3,2.8
Cyst of nasal sinus,26,0.3,3.7
Pain of intercostal space,26,0.3,2.5
Somatoform autonomic dysfunction - gastrointestinal tract,26,0.3,1.5
Muscle fasciculation,26,0.3,2.5
Permanent atrial fibrillation,26,0.3,9.5
Nuclear sclerosis,26,0.3,2.5
Calcific tendinitis of right shoulder,26,0.3,3.2
Musculoskeletal disorder of the neck,26,0.3,4.5
Abscess of hand,26,0.3,2.6
Proliferative retinopathy due to type 2 diabetes mellitus,26,0.3,20.1
Disorder of tendon,26,0.3,1.6
Manifest vertical squint,26,0.3,5.9
Traumatic subdural hemorrhage,26,0.3,9.3
Laceration of lower leg,26,0.3,2.6
Seborrheic dermatitis of scalp,26,0.3,1.8
Edema of eyelid,26,0.3,3.2
Contusion of toe(s) with damage to nail,26,0.3,1.7
Spontaneous subarachnoid hemorrhage,26,0.3,2.5
Disorder of face,26,0.3,2.1
Open wound of foot,26,0.3,3.0
Open wound of scalp without complication,26,0.3,1.8
Mixed acid-base balance disorder,25,0.3,1.4
Itching of skin,25,0.3,2.0
"Sleep-wake schedule disorder, delayed phase type",25,0.3,5.2
Non-toxic nodular goiter,25,0.3,2.3
Thrombophilia,25,0.3,2.8
Acute abdomen,25,0.3,1.2
Neoplasm of uncertain behavior of endocrine glands and nervous system,25,0.3,8.3
Inflammatory and toxic neuropathy,25,0.3,2.8
Ankylosing spondylitis,25,0.3,25.3
Organic mood disorder caused by psychoactive substance,25,0.3,5.7
Plantar fasciitis,25,0.3,6.2
Allergic reaction,25,0.3,1.2
Pain of right shoulder region,25,0.3,5.1
Closed fracture of lower end of humerus,25,0.3,2.8
Aneurysm of iliac artery,25,0.3,7.2
Incomplete uterovaginal prolapse,25,0.3,5.0
Chronic vaginitis,25,0.3,2.9
Urinary bladder stone,25,0.3,17.0
Hypertrophy of bone,25,0.3,3.2
Ectopic pregnancy,25,0.3,3.6
Polyhydramnios,25,0.3,6.7
Squamous cell carcinoma of skin of face,25,0.3,3.4
Lump in upper inner quadrant of left breast,25,0.3,3.1
Bilateral regular astigmatism,25,0.3,2.9
Glossitis,25,0.3,2.1
Sprain of ligament of lumbosacral joint,25,0.3,2.3
Perforation of intestine,25,0.3,5.0
"Severe major depression, single episode, with psychotic features",25,0.3,3.6
Recurrent depression,25,0.3,6.7
Generalized chronic periodontitis,25,0.3,3.9
Herpetic gingivostomatitis,25,0.3,2.5
Retinal round hole,25,0.3,7.3
Abscess of vulva,25,0.3,1.8
Acute ethmoidal sinusitis,25,0.3,1.7
Molluscum contagiosum infection,25,0.3,2.8
Basal cell carcinoma of nose,25,0.3,2.9
Closed fracture of femur,25,0.3,2.9
Skin tag,25,0.3,1.4
Bilateral eye astigmatism,25,0.3,3.7
Presbycusis,25,0.3,3.2
Peripheral retinal degeneration,25,0.3,6.1
Infestation by Sarcoptes,25,0.3,1.5
Carcinoma in situ of uterine cervix,24,0.3,7.4
Supraventricular premature beats,24,0.3,2.2
Absence of lung,24,0.3,4.9
Ulcer of foot,24,0.3,5.0
Chronic sphenoidal sinusitis,24,0.3,4.0
Absence of toe,24,0.3,7.3
Malocclusion of teeth,24,0.3,7.9
Acute pericarditis,24,0.3,4.1
Closed fracture lumbar vertebra,24,0.3,3.0
"Closed fracture proximal tibia, bicondylar",24,0.3,8.0
Primary chronic gout without tophus,24,0.3,4.8
Internal hemorrhoids grade III,24,0.3,3.3
Persistent proteinuria,24,0.3,5.3
Influenza-like illness,24,0.3,2.2
Acne keloidalis,24,0.3,4.1
Disorder of nervous system due to type 1 diabetes mellitus,24,0.3,10.8
Congenital insufficiency of aortic valve,24,0.3,15.5
Acute thrombosis of superficial vein of upper extremity,24,0.3,3.4
Metatarsal bone fracture,24,0.3,8.2
Esophageal reflux finding,24,0.3,2.0
Superficial keratitis,24,0.3,2.9
Closed bimalleolar fracture,24,0.3,7.7
Abscess of buttock,24,0.3,2.9
Cellulitis of abdominal wall,24,0.3,2.0
Rheumatoid arthritis of multiple joints,24,0.3,16.7
Open wound of foot except toes without complication,24,0.3,1.9
Diverticulum of urinary bladder,24,0.3,6.9
Disorder of neck,24,0.3,9.8
Pneumonitis caused by inhalation of regurgitated food,24,0.3,3.0
Stricture of ureter,24,0.3,7.1
Proliferative retinopathy due to diabetes mellitus,24,0.3,7.6
Spinal cord compression,24,0.3,3.0
Flexural eczema,24,0.3,2.9
Accidental poisoning with ethyl alcohol,24,0.3,1.5
Moderate nonproliferative retinopathy due to type 2 diabetes mellitus,24,0.3,12.3
Post-traumatic wound infection,24,0.3,2.2
Osteomyelitis of ankle AND/OR foot,24,0.3,6.8
Incomplete inevitable miscarriage without complication,24,0.3,2.2
Disorder of ureter,24,0.3,3.2
Hydrocephalus,24,0.3,4.7
Memory impairment,24,0.3,3.0
REM sleep behavior disorder,24,0.3,6.5
Cellulitis and abscess of toe,24,0.3,1.6
Allergic reaction to food,24,0.3,1.7
Paralytic ileus,24,0.3,1.5
Serous detachment of retinal pigment epithelium,23,0.3,13.0
Calcific tendinitis of shoulder,23,0.3,8.9
Opioid dependence in remission,23,0.3,25.3
Disorder of vein of lower extremity,23,0.3,3.7
Lumbar post-laminectomy syndrome,23,0.3,5.4
Amyloidosis,23,0.3,17.6
Cyst of Bartholin's gland duct,23,0.3,2.3
Perioral dermatitis,23,0.3,3.7
"Bipolar affective disorder, current episode manic",23,0.3,30.1
"Thyroid dysfunction during pregnancy, childbirth and the puerperium",23,0.3,4.6
Primary malignant neoplasm of upper inner quadrant of female breast,23,0.3,36.2
Foreign body in skin of foot,23,0.3,1.9
Late effect of superficial injury,23,0.3,2.4
Tumor of body of uterus affecting pregnancy,23,0.3,2.7
Arteriosclerosis of autologous vein coronary artery bypass graft,23,0.3,8.3
Laceration of lip,23,0.3,2.2
"Conductive hearing loss, bilateral",23,0.3,4.0
Lipoma of head and neck,23,0.3,3.6
Contusion of ocular adnexa and periocular tissues,23,0.3,1.7
Melanocytic nevus of skin,23,0.3,1.3
Closed dislocation of thoracic and lumbar spine,23,0.3,2.4
Foreign body on external eye,23,0.3,1.5
Disorder of the nose,23,0.3,2.0
Fracture of multiple ribs,23,0.3,3.3
Postprocedural fever,23,0.3,3.0
Idiopathic progressive polyneuropathy,23,0.3,5.9
"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type",23,0.3,3.8
Disorder due to and following injury of upper limb,23,0.3,3.3
"Schizoaffective disorder, bipolar type",23,0.3,19.7
Foreign body in skin,23,0.3,1.3
Nystagmus,23,0.3,7.9
Hyponatremia,23,0.3,3.6
Superficial incisional surgical site infection,23,0.3,2.1
Synovitis/tenosynovitis - shoulder,23,0.3,1.5
Phimosis,23,0.3,4.0
Lupus erythematosus,23,0.3,7.4
Dry eyes,23,0.3,2.8
"Tricuspid valve disorder, non-rheumatic",23,0.3,1.7
Disorder of lactation,23,0.3,1.4
Fecal impaction,23,0.3,1.5
Focal epilepsy,23,0.3,8.1
Pain in both feet,23,0.3,3.3
Acute on chronic hypercapnic respiratory failure,23,0.3,2.4
Pityriasis rosea,23,0.3,2.0
Wrist stiff,23,0.3,6.6
Antiphospholipid syndrome,23,0.3,27.1
Disease caused by Coronaviridae,23,0.3,2.2
Closed fracture of upper end of tibia,23,0.3,6.2
Cellulitis and abscess of hand,23,0.3,2.4
Pleural plaque,23,0.3,3.1
Displacement of thoracic intervertebral disc without myelopathy,23,0.3,2.3
Cyclical vomiting syndrome,23,0.3,3.8
Pain of right wrist,23,0.3,2.2
Disorder of skeletal muscle,23,0.3,7.2
Contact dermatitis caused by plants,23,0.3,2.0
Articular cartilage disorder of shoulder region,23,0.3,2.0
Chest wall pain,23,0.3,1.6
After-cataract with vision obscured following extraction of cataract,23,0.3,3.3
"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium",22,0.3,5.1
Dream anxiety disorder,22,0.3,3.9
"Closed fracture proximal humerus, greater tuberosity",22,0.3,5.2
Balanoposthitis,22,0.3,4.9
Fibrosclerosis of breast,22,0.3,1.5
Mechanical complication of internal orthopedic device,22,0.3,2.3
Abscess of face,22,0.3,2.4
Myocardial infarction,22,0.3,3.7
Metastatic malignant neoplasm to unknown site,22,0.3,3.6
Pernicious anemia,22,0.3,9.5
Infectious diarrheal disease,22,0.3,1.5
Tracheobronchial disorder,22,0.3,1.9
Laceration of wrist,22,0.3,1.7
Abscess of upper limb,22,0.3,2.0
Diverticulosis of small intestine,22,0.3,1.6
Anisometropia,22,0.3,4.4
Chronic ulcerative proctitis,22,0.3,9.7
Congenital pes planus,22,0.3,4.0
Acute pyelonephritis without medullary necrosis,22,0.3,2.5
Closed fracture of surgical neck of humerus,22,0.3,4.0
Conduct disorder,22,0.3,4.4
Major depressive disorder,22,0.3,4.4
Late effect of accident due to natural and environmental factors,22,0.3,1.7
Chronic ulcerative pancolitis,22,0.3,32.5
Intestinal adhesions with obstruction,22,0.3,1.7
Closed fracture of clavicle,22,0.3,6.5
Disorder of nasal sinus,22,0.3,2.1
Hypertrophic obstructive cardiomyopathy,22,0.3,22.6
Diffuse otitis externa,22,0.3,3.4
Dislocation of shoulder joint,22,0.3,4.0
Disorder of hair,22,0.3,1.8
Nontraumatic hematoma of soft tissue,22,0.3,2.9
Pain of left wrist,22,0.3,2.9
Thoracic back pain,22,0.3,2.0
Traumatic brain injury,22,0.3,11.9
Benign neoplasm of left adrenal gland,22,0.3,3.6
Paroxysmal tachycardia,22,0.3,1.7
Thyroid nodule,22,0.3,5.6
Continuous opioid dependence,22,0.3,11.0
Synovitis and tenosynovitis of joint of hand,22,0.3,2.5
Onycholysis,22,0.3,2.8
Laryngeal spasm,22,0.3,6.4
Idiopathic scoliosis,22,0.3,4.6
Secondary hyperparathyroidism,22,0.3,3.8
Postpartum depression,22,0.3,2.0
Severe visual impairment,22,0.3,5.2
Kidney lesion,22,0.3,5.4
Uterine inertia,22,0.3,1.4
Somatic dysfunction of head region,22,0.3,13.9
Acute posttraumatic headache,22,0.3,2.5
Fat necrosis of breast,22,0.3,1.6
Disorder of urethra,22,0.3,4.2
Benign neoplasm of ovary,22,0.3,2.8
Esotropia,22,0.3,7.3
Parasitic disease,21,0.3,1.9
Closed fracture of rib,21,0.3,2.4
Cramp,21,0.3,2.3
Mood disorder caused by drug,21,0.3,10.5
Lymphocytopenia,21,0.3,4.6
Cellulitis and abscess of buttock,21,0.3,2.3
Pressure injury of sacral region of back,21,0.3,2.4
Glaucoma associated with ocular disorder,21,0.3,17.5
Acute disease of cardiovascular system,21,0.3,3.8
Cervicovaginal cytology specimen unsatisfactory,21,0.3,2.5
Inflammatory disorder of musculoskeletal system,21,0.3,2.1
Primary malignant neoplasm of uterus,21,0.3,13.6
Enthesopathy of knee,21,0.3,3.5
Elderly primigravida with antenatal problem,21,0.3,5.7
Gouty tophus,21,0.3,12.4
Hypervitaminosis D,21,0.3,4.2
Adjustment disorder with mixed emotional features,21,0.3,5.2
Benign localized hyperplasia of prostate,21,0.3,2.6
Disorder affecting transplanted structure,21,0.3,16.3
Cyst,21,0.3,2.4
Anorectal abscess,21,0.3,3.5
Cellulitis of periorbital region,21,0.3,3.1
Primary malignant neoplasm of pancreas,21,0.3,33.5
Corneal edema,21,0.3,6.0
"Hypertension complicating pregnancy, childbirth and the puerperium",21,0.3,2.1
Disorder of lens,21,0.3,2.9
Endometrial hyperplasia,21,0.3,2.8
CLABSI - central line associated bloodstream infection,21,0.3,10.0
Mood disorder caused by ethanol,21,0.3,11.5
Peritonsillar abscess,21,0.3,2.7
Vitreomacular adhesion of bilateral eyes,21,0.3,3.4
Disorder of wrist joint,21,0.3,5.0
Sepsis caused by methicillin resistant Staphylococcus aureus,21,0.3,3.5
Disorder of both middle ear and mastoid,21,0.3,2.4
Renal impairment,21,0.3,2.8
Contusion of lower limb,21,0.3,1.5
Bronchopneumonia,21,0.3,2.2
Granulomatous disorder of the skin and subcutaneous tissue,21,0.3,3.0
Flank pain,21,0.3,1.7
Mucopurulent conjunctivitis,21,0.3,1.4
Dental caries on pit and fissure surface limited to enamel,21,0.3,1.8
Sequela of intracranial injury,21,0.3,4.6
Benign neoplasm of thyroid gland,21,0.3,2.6
Abrasion of skin of elbow,21,0.3,1.8
Narcolepsy without cataplexy,21,0.3,10.6
Hypercortisolism,21,0.3,12.4
Sequelae of infectious disease,21,0.3,1.7
Displacement of bone,21,0.3,7.9
Acquired unequal leg length,21,0.3,2.8
Herpes zoster ophthalmicus,21,0.3,7.0
Polycythemia vera (clinical),21,0.3,14.0
Metastatic malignant neoplasm,21,0.3,8.5
Tenderness of epigastrium,21,0.3,1.6
"Closed fracture thoracic vertebra, wedge",21,0.3,3.6
Tinnitus of vascular origin,20,0.3,2.8
Hemorrhagic disorder due to circulating anticoagulants,20,0.3,2.0
Closed fracture of distal phalanx of finger,20,0.3,2.2
Disorder of bilateral eyes,20,0.3,5.6
Thoracic radiculopathy,20,0.3,5.4
Post-herpetic neuritis,20,0.3,10.5
Acute dermatitis,20,0.3,2.8
Acute eczematoid otitis externa,20,0.3,1.9
Rib pain,20,0.3,1.6
Discoid lupus erythematosus,20,0.3,7.4
Severe pre-eclampsia,20,0.3,2.2
Drug-induced diabetes mellitus,20,0.3,8.0
Head and neck injury,20,0.3,1.2
Panic disorder with agoraphobia,20,0.3,11.3
Tenderness of right lower quadrant of abdomen,20,0.3,1.2
Dermatitis caused by ingested food,20,0.3,2.2
Preterm labor without delivery,20,0.3,1.7
Cellulitis and abscess of finger,20,0.3,2.0
Kyphosis deformity of spine,20,0.3,2.0
Closed traumatic dislocation of joint of shoulder region,20,0.3,6.6
Nephrotic syndrome,20,0.3,8.0
Pneumothorax due to and following procedure,20,0.3,2.4
Labyrinthine dysfunction,20,0.3,8.8
Acute hepatitis C,20,0.3,9.0
"Duodenal ulcer without hemorrhage, without perforation AND without obstruction",20,0.3,6.8
Macular retinal cyst,20,0.3,9.6
Abscess of axilla,20,0.3,2.0
Cerebral arterial aneurysm,20,0.3,8.8
Disorder of parathyroid gland,20,0.3,2.2
Hemiplegia of dominant side,20,0.3,2.7
Primary malignant neoplasm of skin head and neck,20,0.3,4.0
Retinal dystrophy,20,0.3,4.4
Multiple actinic keratoses,20,0.3,2.5
Wedge fracture of lumbar vertebra,20,0.3,5.5
Pharyngitis,20,0.3,1.4
Resistance to activated protein C due to factor V Leiden mutation,20,0.3,14.0
Allergic contact dermatitis caused by plant material,20,0.3,2.0
Primary malignant neoplasm of skin of face,20,0.3,3.6
Closed fracture of facial bone,20,0.3,2.4
Low lying placenta,20,0.3,5.0
Intestinal volvulus,20,0.3,2.5
Idiopathic generalized epilepsy,20,0.3,13.7
Diverticula of intestine,20,0.3,1.4
Bipolar disorder in remission,20,0.3,9.6
Respiratory syncytial virus infection,20,0.3,1.4
Foot problem,20,0.3,2.1
Diffuse cerebrovascular disease,20,0.3,1.4
Thrombosis,20,0.3,2.6
Chondrocalcinosis,20,0.3,5.0
Mild nonproliferative retinopathy due to diabetes mellitus,20,0.3,2.9
Abnormal findings on antenatal screening of mother,20,0.3,3.7
Abscess of groin,20,0.3,1.4
Osteonecrosis of hip,20,0.3,15.6
Ischemic heart disease,20,0.3,1.8
Hematuria co-occurrent and due to cystitis,20,0.3,1.4
Abrasion and/or friction burn of upper limb without infection,20,0.3,1.4
Focal onset impaired awareness epileptic seizure,20,0.3,22.8
Fracture of first lumbar vertebra,20,0.3,7.2
Loose body in knee,20,0.3,2.7
Fracture of phalanx of foot,20,0.3,2.9
Injury of muscle and tendon at ankle and foot level,20,0.3,3.1
Benign intracranial hypertension,20,0.3,14.2
Derangement of meniscus,20,0.3,4.0
Poisoning due to sting of bee,20,0.3,1.8
Contracture of palmar fascia,20,0.3,8.2
