gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-DRB4	cds	EUR	UNASSIGNED	155.0	0.988845078807435	0.002193583437361535	False
HLA-DRB4	cds	MID	AFR	155.0	1.0	0.0	False
HLA-DRB4	cds	MID	AMR	155.0	0.9989440337909187	0.001053738432268858	False
HLA-DRB4	cds	MID	EAS	155.0	0.9813218390804598	0.005738869071211572	False
HLA-DRB4	cds	MID	EUR	155.0	0.9954819277108433	0.004513533793637614	False
HLA-DRB4	cds	MID	MID	155.0	1.0	0.012819979188345432	True
HLA-DRB4	cds	MID	SAS	155.0	1.0	0.0021367324994715498	False
HLA-DRB4	cds	MID	UNASSIGNED	155.0	0.995611629182666	0.002193583437361535	False
HLA-DRB4	cds	SAS	AFR	155.0	0.9891058264977715	0.0	False
HLA-DRB4	cds	SAS	AMR	155.0	0.9937547552298654	0.001053738432268858	False
HLA-DRB4	cds	SAS	EAS	155.0	0.981136780402162	0.005738869071211572	False
HLA-DRB4	cds	SAS	EUR	155.0	0.9891987423349685	0.004513533793637614	False
HLA-DRB4	cds	SAS	MID	155.0	0.9929209889375573	0.012819979188345432	False
HLA-DRB4	cds	SAS	SAS	155.0	0.9975849196091782	0.0021367324994715498	True
HLA-DRB4	cds	SAS	UNASSIGNED	155.0	0.9890597459020795	0.002193583437361535	False
HLA-DRB4	cds	UNASSIGNED	AFR	155.0	0.999970168143884	0.0	False
HLA-DRB4	cds	UNASSIGNED	AMR	155.0	0.9970090629534452	0.001053738432268858	False
HLA-DRB4	cds	UNASSIGNED	EAS	155.0	0.9825209561926511	0.005738869071211572	False
HLA-DRB4	cds	UNASSIGNED	EUR	155.0	0.995778535951251	0.004513533793637614	False
HLA-DRB4	cds	UNASSIGNED	MID	155.0	0.9918575675154255	0.012819979188345432	False
HLA-DRB4	cds	UNASSIGNED	SAS	155.0	0.9913499448774318	0.0021367324994715498	False
HLA-DRB4	cds	UNASSIGNED	UNASSIGNED	155.0	0.9935018325748817	0.002193583437361535	True
HLA-DRB5	cds	AFR	AFR	56.0	0.9780069367130942	0.005606161265716891	True
HLA-DRB5	cds	AFR	AMR	56.0	0.8006276821732256	0.0064934375961548385	False
HLA-DRB5	cds	AFR	EAS	56.0	0.8122100376249767	0.0067013923670239395	False
HLA-DRB5	cds	AFR	EUR	56.0	0.9159150160646785	0.007922498213760343	False
HLA-DRB5	cds	AFR	MID	56.0	0.6023684901846496	0.017230576441102707	False
HLA-DRB5	cds	AFR	SAS	56.0	0.6070706280404023	0.0	False
HLA-DRB5	cds	AFR	UNASSIGNED	56.0	0.8143464162590172	0.0010741113696077775	False
HLA-DRB5	cds	AMR	AFR	56.0	0.9610276300342564	0.005606161265716891	False
HLA-DRB5	cds	AMR	AMR	56.0	0.9838154053586697	0.0064934375961548385	True
HLA-DRB5	cds	AMR	EAS	56.0	0.9565220239332037	0.0067013923670239395	False
HLA-DRB5	cds	AMR	EUR	56.0	0.983093740963271	0.007922498213760343	False
HLA-DRB5	cds	AMR	MID	56.0	0.9816794744321611	0.017230576441102707	False
HLA-DRB5	cds	AMR	SAS	56.0	0.9768859933389369	0.0	False
HLA-DRB5	cds	AMR	UNASSIGNED	56.0	0.9864937129114957	0.0010741113696077775	False
HLA-DRB5	cds	EAS	AFR	56.0	0.9121359728564111	0.005606161265716891	False
HLA-DRB5	cds	EAS	AMR	56.0	0.9235233374924441	0.0064934375961548385	False
HLA-DRB5	cds	EAS	EAS	56.0	0.9776955388181157	0.0067013923670239395	True
HLA-DRB5	cds	EAS	EUR	56.0	0.9694033805344133	0.007922498213760343	False
HLA-DRB5	cds	EAS	MID	56.0	0.9741546576889346	0.017230576441102707	False
HLA-DRB5	cds	EAS	SAS	56.0	0.9843036223318833	0.0	False
HLA-DRB5	cds	EAS	UNASSIGNED	56.0	0.9577172131319883	0.0010741113696077775	False
HLA-DRB5	cds	EUR	AFR	56.0	0.9141718038151087	0.005606161265716891	False
HLA-DRB5	cds	EUR	AMR	56.0	0.964758129008592	0.0064934375961548385	False
HLA-DRB5	cds	EUR	EAS	56.0	0.9436616761707066	0.0067013923670239395	False
HLA-DRB5	cds	EUR	EUR	56.0	0.9839819766307356	0.007922498213760343	True
HLA-DRB5	cds	EUR	MID	56.0	0.9420968721913444	0.017230576441102707	False
HLA-DRB5	cds	EUR	SAS	56.0	0.9435176832887918	0.0	False
HLA-DRB5	cds	EUR	UNASSIGNED	56.0	0.9650957155037653	0.0010741113696077775	False
HLA-DRB5	cds	MID	AFR	56.0	0.9186535764375876	0.005606161265716891	False
HLA-DRB5	cds	MID	AMR	56.0	0.9739413680781759	0.0064934375961548385	False
HLA-DRB5	cds	MID	EAS	56.0	0.9574944071588367	0.0067013923670239395	False
HLA-DRB5	cds	MID	EUR	56.0	0.9814814814814814	0.007922498213760343	False
HLA-DRB5	cds	MID	MID	56.0	1.0	0.017230576441102707	True
HLA-DRB5	cds	MID	SAS	56.0	0.9788461538461538	0.0	False
HLA-DRB5	cds	MID	UNASSIGNED	56.0	0.9763186221743811	0.0010741113696077775	False
HLA-DRB5	cds	SAS	AFR	56.0	0.9122384042717883	0.005606161265716891	False
HLA-DRB5	cds	SAS	AMR	56.0	0.9157379704296298	0.0064934375961548385	False
HLA-DRB5	cds	SAS	EAS	56.0	0.9640574181887578	0.0067013923670239395	False
HLA-DRB5	cds	SAS	EUR	56.0	0.9702092313217527	0.007922498213760343	False
HLA-DRB5	cds	SAS	MID	56.0	0.9726836300251341	0.017230576441102707	False
HLA-DRB5	cds	SAS	SAS	56.0	0.9836761979218447	0.0	True
HLA-DRB5	cds	SAS	UNASSIGNED	56.0	0.9561340983770459	0.0010741113696077775	False
HLA-DRB5	cds	UNASSIGNED	AFR	56.0	0.9583541094232647	0.005606161265716891	False
HLA-DRB5	cds	UNASSIGNED	AMR	56.0	0.9815224972227025	0.0064934375961548385	False
HLA-DRB5	cds	UNASSIGNED	EAS	56.0	0.9581763771830925	0.0067013923670239395	False
HLA-DRB5	cds	UNASSIGNED	EUR	56.0	0.9847543859214606	0.007922498213760343	False
HLA-DRB5	cds	UNASSIGNED	MID	56.0	0.9821088297787501	0.017230576441102707	False
HLA-DRB5	cds	UNASSIGNED	SAS	56.0	0.9818206048994821	0.0	False
HLA-DRB5	cds	UNASSIGNED	UNASSIGNED	56.0	0.9881911748851243	0.0010741113696077775	True
HLA-E	cds	AFR	AFR	563.0	0.9927548057238319	0.004863255378770748	True
HLA-E	cds	AFR	AMR	563.0	0.9912105655716035	0.005058339285547664	False
HLA-E	cds	AFR	EAS	563.0	0.9748989929249658	0.003816074320354468	False
HLA-E	cds	AFR	EUR	563.0	0.9822860174367934	0.001658718497145939	False
HLA-E	cds	AFR	MID	563.0	0.998664179560239	0.0017699003564994875	False
HLA-E	cds	AFR	SAS	563.0	0.9928002965427898	0.0027863775085471554	False
HLA-E	cds	AFR	UNASSIGNED	563.0	0.9901293335357475	0.0034472488091731313	False
HLA-E	cds	AMR	AFR	563.0	0.9807032190671047	0.004863255378770748	False
HLA-E	cds	AMR	AMR	563.0	0.9918080015266774	0.005058339285547664	True
HLA-E	cds	AMR	EAS	563.0	0.9729172897926808	0.003816074320354468	False
HLA-E	cds	AMR	EUR	563.0	0.9827109303463261	0.001658718497145939	False
HLA-E	cds	AMR	MID	563.0	0.9979691264861114	0.0017699003564994875	False
HLA-E	cds	AMR	SAS	563.0	0.9923026726286902	0.0027863775085471554	False
HLA-E	cds	AMR	UNASSIGNED	563.0	0.9885187846254215	0.0034472488091731313	False
HLA-E	cds	EAS	AFR	563.0	0.9494638030272907	0.004863255378770748	False
HLA-E	cds	EAS	AMR	563.0	0.9813080271333755	0.005058339285547664	False
HLA-E	cds	EAS	EAS	563.0	0.9955008124025603	0.003816074320354468	True
HLA-E	cds	EAS	EUR	563.0	0.9746650670625902	0.001658718497145939	False
HLA-E	cds	EAS	MID	563.0	0.9866433544912054	0.0017699003564994875	False
HLA-E	cds	EAS	SAS	563.0	0.9897831201732062	0.0027863775085471554	False
HLA-E	cds	EAS	UNASSIGNED	563.0	0.97819709499913	0.0034472488091731313	False
HLA-E	cds	EUR	AFR	563.0	0.9739216992788322	0.004863255378770748	False
HLA-E	cds	EUR	AMR	563.0	0.9902730009903765	0.005058339285547664	False
HLA-E	cds	EUR	EAS	563.0	0.9732691789762062	0.003816074320354468	False
HLA-E	cds	EUR	EUR	563.0	0.9962106925977924	0.001658718497145939	True
HLA-E	cds	EUR	MID	563.0	0.9987233281295149	0.0017699003564994875	False
HLA-E	cds	EUR	SAS	563.0	0.9965823958100113	0.0027863775085471554	False
HLA-E	cds	EUR	UNASSIGNED	563.0	0.9925978488456152	0.0034472488091731313	False
HLA-E	cds	MID	AFR	563.0	0.9814729041222788	0.004863255378770748	False
HLA-E	cds	MID	AMR	563.0	0.9898819561551434	0.005058339285547664	False
HLA-E	cds	MID	EAS	563.0	0.9732824427480916	0.003816074320354468	False
HLA-E	cds	MID	EUR	563.0	0.9888013272501037	0.001658718497145939	False
HLA-E	cds	MID	MID	563.0	1.0	0.0017699003564994875	True
HLA-E	cds	MID	SAS	563.0	0.9962842545285648	0.0027863775085471554	False
HLA-E	cds	MID	UNASSIGNED	563.0	0.9922779922779922	0.0034472488091731313	False
HLA-E	cds	SAS	AFR	563.0	0.9681411593676614	0.004863255378770748	False
HLA-E	cds	SAS	AMR	563.0	0.9878852890094189	0.005058339285547664	False
HLA-E	cds	SAS	EAS	563.0	0.980008111015423	0.003816074320354468	False
HLA-E	cds	SAS	EUR	563.0	0.9883996240099948	0.001658718497145939	False
HLA-E	cds	SAS	MID	563.0	0.9978293327579063	0.0017699003564994875	False
HLA-E	cds	SAS	SAS	563.0	0.9973466046091886	0.0027863775085471554	True
HLA-E	cds	SAS	UNASSIGNED	563.0	0.9899173699239554	0.0034472488091731313	False
HLA-E	cds	UNASSIGNED	AFR	563.0	0.9811692060515127	0.004863255378770748	False
HLA-E	cds	UNASSIGNED	AMR	563.0	0.9904435434841283	0.005058339285547664	False
HLA-E	cds	UNASSIGNED	EAS	563.0	0.978839842088211	0.003816074320354468	False
HLA-E	cds	UNASSIGNED	EUR	563.0	0.9917687496888574	0.001658718497145939	False
HLA-E	cds	UNASSIGNED	MID	563.0	0.9995729253491416	0.0017699003564994875	False
HLA-E	cds	UNASSIGNED	SAS	563.0	0.9966571682227917	0.0027863775085471554	False
HLA-E	cds	UNASSIGNED	UNASSIGNED	563.0	0.9933645711305024	0.0034472488091731313	True
HLA-F	cds	AFR	AFR	570.0	0.9961317586317296	0.001609459657075929	True
HLA-F	cds	AFR	AMR	570.0	0.9646565673043817	0.004033387409320688	False
HLA-F	cds	AFR	EAS	570.0	0.9620597509567668	0.004656711670847691	False
HLA-F	cds	AFR	EUR	570.0	0.989704874905332	0.003760620124224401	False
HLA-F	cds	AFR	MID	570.0	0.9887188155835591	0.012274538290519277	False
HLA-F	cds	AFR	SAS	570.0	0.968542177925391	0.005085101714474849	False
HLA-F	cds	AFR	UNASSIGNED	570.0	0.9867311282173666	0.005076612692792581	False
HLA-F	cds	AMR	AFR	570.0	0.988017301918169	0.001609459657075929	False
HLA-F	cds	AMR	AMR	570.0	0.9927947036417025	0.004033387409320688	True
HLA-F	cds	AMR	EAS	570.0	0.9812763534096356	0.004656711670847691	False
HLA-F	cds	AMR	EUR	570.0	0.993098621855135	0.003760620124224401	False
HLA-F	cds	AMR	MID	570.0	0.9894685569048042	0.012274538290519277	False
HLA-F	cds	AMR	SAS	570.0	0.9708330120318662	0.005085101714474849	False
HLA-F	cds	AMR	UNASSIGNED	570.0	0.9903867559249515	0.005076612692792581	False
HLA-F	cds	EAS	AFR	570.0	0.9536228680395419	0.001609459657075929	False
HLA-F	cds	EAS	AMR	570.0	0.9800463925335823	0.004033387409320688	False
HLA-F	cds	EAS	EAS	570.0	0.9958130793089618	0.004656711670847691	True
HLA-F	cds	EAS	EUR	570.0	0.9856448347875494	0.003760620124224401	False
HLA-F	cds	EAS	MID	570.0	0.9828549320983353	0.012274538290519277	False
HLA-F	cds	EAS	SAS	570.0	0.9660449752889879	0.005085101714474849	False
HLA-F	cds	EAS	UNASSIGNED	570.0	0.9800319292744193	0.005076612692792581	False
HLA-F	cds	EUR	AFR	570.0	0.9545268485212589	0.001609459657075929	False
HLA-F	cds	EUR	AMR	570.0	0.9611328873395669	0.004033387409320688	False
HLA-F	cds	EUR	EAS	570.0	0.9646003264671932	0.004656711670847691	False
HLA-F	cds	EUR	EUR	570.0	0.9966478257657923	0.003760620124224401	True
HLA-F	cds	EUR	MID	570.0	0.9842102542351788	0.012274538290519277	False
HLA-F	cds	EUR	SAS	570.0	0.9723695090622425	0.005085101714474849	False
HLA-F	cds	EUR	UNASSIGNED	570.0	0.9804228797879421	0.005076612692792581	False
HLA-F	cds	MID	AFR	570.0	0.972407449988503	0.001609459657075929	False
HLA-F	cds	MID	AMR	570.0	0.9586554621848739	0.004033387409320688	False
HLA-F	cds	MID	EAS	570.0	0.9593564775613885	0.004656711670847691	False
HLA-F	cds	MID	EUR	570.0	0.995403259506895	0.003760620124224401	False
HLA-F	cds	MID	MID	570.0	1.0	0.012274538290519277	True
HLA-F	cds	MID	SAS	570.0	0.972260748959778	0.005085101714474849	False
HLA-F	cds	MID	UNASSIGNED	570.0	0.9843578485181119	0.005076612692792581	False
HLA-F	cds	SAS	AFR	570.0	0.9545288738451111	0.001609459657075929	False
HLA-F	cds	SAS	AMR	570.0	0.9616309379800122	0.004033387409320688	False
HLA-F	cds	SAS	EAS	570.0	0.9651567661268934	0.004656711670847691	False
HLA-F	cds	SAS	EUR	570.0	0.9954744895019875	0.003760620124224401	False
HLA-F	cds	SAS	MID	570.0	0.9842054238209087	0.012274538290519277	False
HLA-F	cds	SAS	SAS	570.0	0.9957276245041151	0.005085101714474849	True
HLA-F	cds	SAS	UNASSIGNED	570.0	0.9808357487090539	0.005076612692792581	False
HLA-F	cds	UNASSIGNED	AFR	570.0	0.9891116106292572	0.001609459657075929	False
HLA-F	cds	UNASSIGNED	AMR	570.0	0.9864648327302983	0.004033387409320688	False
HLA-F	cds	UNASSIGNED	EAS	570.0	0.9803748094310185	0.004656711670847691	False
HLA-F	cds	UNASSIGNED	EUR	570.0	0.9950794234463276	0.003760620124224401	False
HLA-F	cds	UNASSIGNED	MID	570.0	0.9895962834806579	0.012274538290519277	False
HLA-F	cds	UNASSIGNED	SAS	570.0	0.9755471332267555	0.005085101714474849	False
HLA-F	cds	UNASSIGNED	UNASSIGNED	570.0	0.9911182119043727	0.005076612692792581	True
HLA-G	cds	AFR	AFR	546.0	0.9919693493444157	0.003700596939529621	True
HLA-G	cds	AFR	AMR	546.0	0.9885965296470328	0.00272247729675712	False
HLA-G	cds	AFR	EAS	546.0	0.9563753006600385	0.004698481574348712	False
HLA-G	cds	AFR	EUR	546.0	0.9863065469526948	0.004573458676158548	False
HLA-G	cds	AFR	MID	546.0	0.97393689408009	0.005481096085122927	False
HLA-G	cds	AFR	SAS	546.0	0.977671873212011	0.006882627666317753	False
HLA-G	cds	AFR	UNASSIGNED	546.0	0.9826990699912196	0.004166473747569177	False
HLA-G	cds	AMR	AFR	546.0	0.9762624508002787	0.003700596939529621	False
HLA-G	cds	AMR	AMR	546.0	0.9914503227615892	0.00272247729675712	True
HLA-G	cds	AMR	EAS	546.0	0.959017337671219	0.004698481574348712	False
HLA-G	cds	AMR	EUR	546.0	0.9893405201170772	0.004573458676158548	False
HLA-G	cds	AMR	MID	546.0	0.9859197810720834	0.005481096085122927	False
HLA-G	cds	AMR	SAS	546.0	0.9892838387351681	0.006882627666317753	False
HLA-G	cds	AMR	UNASSIGNED	546.0	0.9838300993061887	0.004166473747569177	False
HLA-G	cds	EAS	AFR	546.0	0.8298877090049357	0.003700596939529621	False
HLA-G	cds	EAS	AMR	546.0	0.9347215577127257	0.00272247729675712	False
HLA-G	cds	EAS	EAS	546.0	0.9937989162343723	0.004698481574348712	True
HLA-G	cds	EAS	EUR	546.0	0.9541859114938589	0.004573458676158548	False
HLA-G	cds	EAS	MID	546.0	0.9207319559286846	0.005481096085122927	False
HLA-G	cds	EAS	SAS	546.0	0.9513397252326286	0.006882627666317753	False
HLA-G	cds	EAS	UNASSIGNED	546.0	0.9200559212329956	0.004166473747569177	False
HLA-G	cds	EUR	AFR	546.0	0.9317900451699749	0.003700596939529621	False
HLA-G	cds	EUR	AMR	546.0	0.9789486430574725	0.00272247729675712	False
HLA-G	cds	EUR	EAS	546.0	0.9582357789148541	0.004698481574348712	False
HLA-G	cds	EUR	EUR	546.0	0.9931362243926835	0.004573458676158548	True
HLA-G	cds	EUR	MID	546.0	0.972801297785732	0.005481096085122927	False
HLA-G	cds	EUR	SAS	546.0	0.987090724121454	0.006882627666317753	False
HLA-G	cds	EUR	UNASSIGNED	546.0	0.9735342665550276	0.004166473747569177	False
HLA-G	cds	MID	AFR	546.0	0.9400444115470022	0.003700596939529621	False
HLA-G	cds	MID	AMR	546.0	0.981279782164738	0.00272247729675712	False
HLA-G	cds	MID	EAS	546.0	0.9594190516873131	0.004698481574348712	False
HLA-G	cds	MID	EUR	546.0	0.9900207900207902	0.004573458676158548	False
HLA-G	cds	MID	MID	546.0	1.0	0.005481096085122927	True
HLA-G	cds	MID	SAS	546.0	0.9912804038549795	0.006882627666317753	False
HLA-G	cds	MID	UNASSIGNED	546.0	0.9772222222222223	0.004166473747569177	False
HLA-G	cds	SAS	AFR	546.0	0.9286910793009454	0.003700596939529621	False
HLA-G	cds	SAS	AMR	546.0	0.9778732958738916	0.00272247729675712	False
HLA-G	cds	SAS	EAS	546.0	0.9579673306858368	0.004698481574348712	False
HLA-G	cds	SAS	EUR	546.0	0.985793773606802	0.004573458676158548	False
HLA-G	cds	SAS	MID	546.0	0.964997457055546	0.005481096085122927	False
HLA-G	cds	SAS	SAS	546.0	0.9932100390324597	0.006882627666317753	True
HLA-G	cds	SAS	UNASSIGNED	546.0	0.9693838766106878	0.004166473747569177	False
HLA-G	cds	UNASSIGNED	AFR	546.0	0.9786006433735018	0.003700596939529621	False
HLA-G	cds	UNASSIGNED	AMR	546.0	0.9902359307985104	0.00272247729675712	False
HLA-G	cds	UNASSIGNED	EAS	546.0	0.9796085607168568	0.004698481574348712	False
HLA-G	cds	UNASSIGNED	EUR	546.0	0.9908953998946759	0.004573458676158548	False
HLA-G	cds	UNASSIGNED	MID	546.0	0.9898059213424363	0.005481096085122927	False
HLA-G	cds	UNASSIGNED	SAS	546.0	0.9877561107621822	0.006882627666317753	False
HLA-G	cds	UNASSIGNED	UNASSIGNED	546.0	0.9868511611407058	0.004166473747569177	True
HLA-H	cds	AFR	AFR	31.0	0.988857524692665	0.002645465319713325	True
HLA-H	cds	AFR	AMR	31.0	0.9972980862724453	0.0	False
HLA-H	cds	AFR	EAS	31.0	1.0	0.0	False
HLA-H	cds	AFR	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	AFR	MID	31.0	0.9968837928342204	0.019215686274509758	False
HLA-H	cds	AFR	SAS	31.0	1.0	0.0	False
HLA-H	cds	AFR	UNASSIGNED	31.0	0.9969515815820102	0.0013106114692299498	False
HLA-H	cds	AMR	AFR	31.0	0.9665726369921414	0.002645465319713325	False
HLA-H	cds	AMR	AMR	31.0	0.990446995465768	0.0	True
HLA-H	cds	AMR	EAS	31.0	1.0	0.0	False
HLA-H	cds	AMR	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	AMR	MID	31.0	0.9889822014371858	0.019215686274509758	False
HLA-H	cds	AMR	SAS	31.0	1.0	0.0	False
HLA-H	cds	AMR	UNASSIGNED	31.0	0.9921708155673241	0.0013106114692299498	False
HLA-H	cds	EAS	AFR	31.0	0.9414893617021277	0.002645465319713325	False
HLA-H	cds	EAS	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	cds	EAS	EAS	31.0	1.0	0.0	True
HLA-H	cds	EAS	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	EAS	MID	31.0	0.98	0.019215686274509758	False
HLA-H	cds	EAS	SAS	31.0	1.0	0.0	False
HLA-H	cds	EAS	UNASSIGNED	31.0	0.9868593955321945	0.0013106114692299498	False
HLA-H	cds	EUR	AFR	31.0	0.9414893617021277	0.002645465319713325	False
HLA-H	cds	EUR	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	cds	EUR	EAS	31.0	1.0	0.0	False
HLA-H	cds	EUR	EUR	31.0	0.9974867165801227	0.0027321993075417605	True
HLA-H	cds	EUR	MID	31.0	0.98	0.019215686274509758	False
HLA-H	cds	EUR	SAS	31.0	1.0	0.0	False
HLA-H	cds	EUR	UNASSIGNED	31.0	0.9868593955321945	0.0013106114692299498	False
HLA-H	cds	MID	AFR	31.0	0.9761170212765959	0.002645465319713325	False
HLA-H	cds	MID	AMR	31.0	0.9934104046242774	0.0	False
HLA-H	cds	MID	EAS	31.0	1.0	0.0	False
HLA-H	cds	MID	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	MID	MID	31.0	0.9924000000000001	0.019215686274509758	True
HLA-H	cds	MID	SAS	31.0	1.0	0.0	False
HLA-H	cds	MID	UNASSIGNED	31.0	0.99419185282523	0.0013106114692299498	False
HLA-H	cds	SAS	AFR	31.0	0.9414893617021277	0.002645465319713325	False
HLA-H	cds	SAS	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	cds	SAS	EAS	31.0	1.0	0.0	False
HLA-H	cds	SAS	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	SAS	MID	31.0	0.98	0.019215686274509758	False
HLA-H	cds	SAS	SAS	31.0	1.0	0.0	True
HLA-H	cds	SAS	UNASSIGNED	31.0	0.9868593955321945	0.0013106114692299498	False
HLA-H	cds	UNASSIGNED	AFR	31.0	0.9591137064920664	0.002645465319713325	False
HLA-H	cds	UNASSIGNED	AMR	31.0	0.9880974548036064	0.0	False
HLA-H	cds	UNASSIGNED	EAS	31.0	1.0	0.0	False
HLA-H	cds	UNASSIGNED	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	cds	UNASSIGNED	MID	31.0	0.9862723978734929	0.019215686274509758	False
HLA-H	cds	UNASSIGNED	SAS	31.0	1.0	0.0	False
HLA-H	cds	UNASSIGNED	UNASSIGNED	31.0	0.9906219644111975	0.0013106114692299498	True
HLA-HFE	cds	AFR	AFR	74.0	0.9827237813250704	0.011292238962026468	True
HLA-HFE	cds	AFR	AMR	74.0	0.9820179515232901	0.007431615843717654	False
HLA-HFE	cds	AFR	EAS	74.0	0.9712703216213806	0.0030863604022844937	False
HLA-HFE	cds	AFR	EUR	74.0	0.9518137846674686	0.008704012812126405	False
HLA-HFE	cds	AFR	MID	74.0	0.9893793666626096	0.02666179693206716	False
HLA-HFE	cds	AFR	SAS	74.0	0.9920535724463067	0.009183615801470646	False
HLA-HFE	cds	AFR	UNASSIGNED	74.0	0.9795429465195424	0.005277599502276575	False
HLA-HFE	cds	AMR	AFR	74.0	0.9688750362602127	0.011292238962026468	False
HLA-HFE	cds	AMR	AMR	74.0	0.9839926976588238	0.007431615843717654	True
HLA-HFE	cds	AMR	EAS	74.0	0.9720449046804245	0.0030863604022844937	False
HLA-HFE	cds	AMR	EUR	74.0	0.945524823286525	0.008704012812126405	False
HLA-HFE	cds	AMR	MID	74.0	0.9811791879098797	0.02666179693206716	False
HLA-HFE	cds	AMR	SAS	74.0	0.9929914784751075	0.009183615801470646	False
HLA-HFE	cds	AMR	UNASSIGNED	74.0	0.9783026743804845	0.005277599502276575	False
HLA-HFE	cds	EAS	AFR	74.0	0.955569275727198	0.011292238962026468	False
HLA-HFE	cds	EAS	AMR	74.0	0.96726676444903	0.007431615843717654	False
HLA-HFE	cds	EAS	EAS	74.0	0.9924266132487739	0.0030863604022844937	True
HLA-HFE	cds	EAS	EUR	74.0	0.891342808469862	0.008704012812126405	False
HLA-HFE	cds	EAS	MID	74.0	0.963462629824416	0.02666179693206716	False
HLA-HFE	cds	EAS	SAS	74.0	0.9856164510945284	0.009183615801470646	False
HLA-HFE	cds	EAS	UNASSIGNED	74.0	0.9534758127331562	0.005277599502276575	False
HLA-HFE	cds	EUR	AFR	74.0	0.9768837231529083	0.011292238962026468	False
HLA-HFE	cds	EUR	AMR	74.0	0.9892086506820787	0.007431615843717654	False
HLA-HFE	cds	EUR	EAS	74.0	0.972049588025932	0.0030863604022844937	False
HLA-HFE	cds	EUR	EUR	74.0	0.9900266272634473	0.008704012812126405	True
HLA-HFE	cds	EUR	MID	74.0	0.9864320252345431	0.02666179693206716	False
HLA-HFE	cds	EUR	SAS	74.0	0.9938525280657863	0.009183615801470646	False
HLA-HFE	cds	EUR	UNASSIGNED	74.0	0.9922694304633517	0.005277599502276575	False
HLA-HFE	cds	MID	AFR	74.0	0.9886792452830189	0.011292238962026468	False
HLA-HFE	cds	MID	AMR	74.0	0.9866071428571428	0.007431615843717654	False
HLA-HFE	cds	MID	EAS	74.0	0.9720496894409938	0.0030863604022844937	False
HLA-HFE	cds	MID	EUR	74.0	0.9651162790697675	0.008704012812126405	False
HLA-HFE	cds	MID	MID	74.0	1.0	0.02666179693206716	True
HLA-HFE	cds	MID	SAS	74.0	0.9938650306748467	0.009183615801470646	False
HLA-HFE	cds	MID	UNASSIGNED	74.0	0.9873284054910243	0.005277599502276575	False
HLA-HFE	cds	SAS	AFR	74.0	0.9627073665812828	0.011292238962026468	False
HLA-HFE	cds	SAS	AMR	74.0	0.9775742252136016	0.007431615843717654	False
HLA-HFE	cds	SAS	EAS	74.0	0.9720002338195534	0.0030863604022844937	False
HLA-HFE	cds	SAS	EUR	74.0	0.9154576349481972	0.008704012812126405	False
HLA-HFE	cds	SAS	MID	74.0	0.9758252588503649	0.02666179693206716	False
HLA-HFE	cds	SAS	SAS	74.0	0.9927692094811145	0.009183615801470646	True
HLA-HFE	cds	SAS	UNASSIGNED	74.0	0.9675244022623244	0.005277599502276575	False
HLA-HFE	cds	UNASSIGNED	AFR	74.0	0.9745438886358839	0.011292238962026468	False
HLA-HFE	cds	UNASSIGNED	AMR	74.0	0.9861995874626052	0.007431615843717654	False
HLA-HFE	cds	UNASSIGNED	EAS	74.0	0.9739906347900977	0.0030863604022844937	False
HLA-HFE	cds	UNASSIGNED	EUR	74.0	0.9660589647392239	0.008704012812126405	False
HLA-HFE	cds	UNASSIGNED	MID	74.0	0.9855078861186923	0.02666179693206716	False
HLA-HFE	cds	UNASSIGNED	SAS	74.0	0.9936422605585465	0.009183615801470646	False
HLA-HFE	cds	UNASSIGNED	UNASSIGNED	74.0	0.985799802076095	0.005277599502276575	True
HLA-J	cds	AFR	AFR	501.0	1.0	0.0	True
HLA-J	cds	AFR	AMR	501.0	1.0	0.0	False
HLA-J	cds	AFR	EAS	501.0	1.0	0.0	False
HLA-J	cds	AFR	EUR	501.0	1.0	0.0	False
HLA-J	cds	AFR	MID	501.0	1.0	0.0	False
HLA-J	cds	AFR	SAS	501.0	1.0	0.0	False
HLA-J	cds	AFR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	AMR	AFR	501.0	1.0	0.0	False
HLA-J	cds	AMR	AMR	501.0	1.0	0.0	True
HLA-J	cds	AMR	EAS	501.0	1.0	0.0	False
HLA-J	cds	AMR	EUR	501.0	1.0	0.0	False
HLA-J	cds	AMR	MID	501.0	1.0	0.0	False
HLA-J	cds	AMR	SAS	501.0	1.0	0.0	False
HLA-J	cds	AMR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	EAS	AFR	501.0	1.0	0.0	False
HLA-J	cds	EAS	AMR	501.0	1.0	0.0	False
HLA-J	cds	EAS	EAS	501.0	1.0	0.0	True
