gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-J	cds	EAS	EUR	501.0	1.0	0.0	False
HLA-J	cds	EAS	MID	501.0	1.0	0.0	False
HLA-J	cds	EAS	SAS	501.0	1.0	0.0	False
HLA-J	cds	EAS	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	EUR	AFR	501.0	1.0	0.0	False
HLA-J	cds	EUR	AMR	501.0	1.0	0.0	False
HLA-J	cds	EUR	EAS	501.0	1.0	0.0	False
HLA-J	cds	EUR	EUR	501.0	1.0	0.0	True
HLA-J	cds	EUR	MID	501.0	1.0	0.0	False
HLA-J	cds	EUR	SAS	501.0	1.0	0.0	False
HLA-J	cds	EUR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	MID	AFR	501.0	1.0	0.0	False
HLA-J	cds	MID	AMR	501.0	1.0	0.0	False
HLA-J	cds	MID	EAS	501.0	1.0	0.0	False
HLA-J	cds	MID	EUR	501.0	1.0	0.0	False
HLA-J	cds	MID	MID	501.0	1.0	0.0	True
HLA-J	cds	MID	SAS	501.0	1.0	0.0	False
HLA-J	cds	MID	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	SAS	AFR	501.0	1.0	0.0	False
HLA-J	cds	SAS	AMR	501.0	1.0	0.0	False
HLA-J	cds	SAS	EAS	501.0	1.0	0.0	False
HLA-J	cds	SAS	EUR	501.0	1.0	0.0	False
HLA-J	cds	SAS	MID	501.0	1.0	0.0	False
HLA-J	cds	SAS	SAS	501.0	1.0	0.0	True
HLA-J	cds	SAS	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	AFR	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	AMR	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	EAS	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	EUR	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	MID	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	SAS	501.0	1.0	0.0	False
HLA-J	cds	UNASSIGNED	UNASSIGNED	501.0	1.0	0.0	True
HLA-K	cds	AFR	AFR	31.0	1.0	0.0	True
HLA-K	cds	AFR	AMR	31.0	1.0	0.0	False
HLA-K	cds	AFR	EAS	31.0	1.0	0.0	False
HLA-K	cds	AFR	EUR	31.0	1.0	0.0	False
HLA-K	cds	AFR	MID	31.0	1.0	0.0	False
HLA-K	cds	AFR	SAS	31.0	1.0	0.0	False
HLA-K	cds	AFR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	AMR	AFR	31.0	1.0	0.0	False
HLA-K	cds	AMR	AMR	31.0	1.0	0.0	True
HLA-K	cds	AMR	EAS	31.0	1.0	0.0	False
HLA-K	cds	AMR	EUR	31.0	1.0	0.0	False
HLA-K	cds	AMR	MID	31.0	1.0	0.0	False
HLA-K	cds	AMR	SAS	31.0	1.0	0.0	False
HLA-K	cds	AMR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	EAS	AFR	31.0	1.0	0.0	False
HLA-K	cds	EAS	AMR	31.0	1.0	0.0	False
HLA-K	cds	EAS	EAS	31.0	1.0	0.0	True
HLA-K	cds	EAS	EUR	31.0	1.0	0.0	False
HLA-K	cds	EAS	MID	31.0	1.0	0.0	False
HLA-K	cds	EAS	SAS	31.0	1.0	0.0	False
HLA-K	cds	EAS	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	EUR	AFR	31.0	1.0	0.0	False
HLA-K	cds	EUR	AMR	31.0	1.0	0.0	False
HLA-K	cds	EUR	EAS	31.0	1.0	0.0	False
HLA-K	cds	EUR	EUR	31.0	1.0	0.0	True
HLA-K	cds	EUR	MID	31.0	1.0	0.0	False
HLA-K	cds	EUR	SAS	31.0	1.0	0.0	False
HLA-K	cds	EUR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	MID	AFR	31.0	1.0	0.0	False
HLA-K	cds	MID	AMR	31.0	1.0	0.0	False
HLA-K	cds	MID	EAS	31.0	1.0	0.0	False
HLA-K	cds	MID	EUR	31.0	1.0	0.0	False
HLA-K	cds	MID	MID	31.0	1.0	0.0	True
HLA-K	cds	MID	SAS	31.0	1.0	0.0	False
HLA-K	cds	MID	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	SAS	AFR	31.0	1.0	0.0	False
HLA-K	cds	SAS	AMR	31.0	1.0	0.0	False
HLA-K	cds	SAS	EAS	31.0	1.0	0.0	False
HLA-K	cds	SAS	EUR	31.0	1.0	0.0	False
HLA-K	cds	SAS	MID	31.0	1.0	0.0	False
HLA-K	cds	SAS	SAS	31.0	1.0	0.0	True
HLA-K	cds	SAS	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	AFR	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	AMR	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	EAS	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	EUR	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	MID	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	SAS	31.0	1.0	0.0	False
HLA-K	cds	UNASSIGNED	UNASSIGNED	31.0	1.0	0.0	True
HLA-P	cds	AFR	AFR	456.0	0.9995213372074919	0.0	True
HLA-P	cds	AFR	AMR	456.0	0.9995577280320401	0.0	False
HLA-P	cds	AFR	EAS	456.0	0.9998746286900742	0.0	False
HLA-P	cds	AFR	EUR	456.0	0.9999492402010004	0.0004775547006821146	False
HLA-P	cds	AFR	MID	456.0	0.9997671282905544	0.0021833851587392816	False
HLA-P	cds	AFR	SAS	456.0	0.9998126067655756	0.0	False
HLA-P	cds	AFR	UNASSIGNED	456.0	0.9996491129581502	0.0	False
HLA-P	cds	AMR	AFR	456.0	0.9994538542033726	0.0	False
HLA-P	cds	AMR	AMR	456.0	0.999495375491791	0.0	True
HLA-P	cds	AMR	EAS	456.0	0.9998569535484993	0.0	False
HLA-P	cds	AMR	EUR	456.0	0.9999420839653819	0.0004775547006821146	False
HLA-P	cds	AMR	MID	456.0	0.9997342974903047	0.0021833851587392816	False
HLA-P	cds	AMR	SAS	456.0	0.9997861876274923	0.0	False
HLA-P	cds	AMR	UNASSIGNED	456.0	0.9995996440793045	0.0	False
HLA-P	cds	EAS	AFR	456.0	0.9972055188939446	0.0	False
HLA-P	cds	EAS	AMR	456.0	0.9974225177281448	0.0	False
HLA-P	cds	EAS	EAS	456.0	0.9993416521090691	0.0	True
HLA-P	cds	EAS	EUR	456.0	0.9995817466824566	0.0004775547006821146	False
HLA-P	cds	EAS	MID	456.0	0.9985342382280062	0.0021833851587392816	False
HLA-P	cds	EAS	SAS	456.0	0.9988307422775807	0.0	False
HLA-P	cds	EAS	UNASSIGNED	456.0	0.9979953086394091	0.0	False
HLA-P	cds	EUR	AFR	456.0	0.996474914010965	0.0	False
HLA-P	cds	EUR	AMR	456.0	0.9967429122505441	0.0	False
HLA-P	cds	EUR	EAS	456.0	0.9990767098363112	0.0	False
HLA-P	cds	EUR	EUR	456.0	0.9996261822329615	0.0004775547006821146	True
HLA-P	cds	EUR	MID	456.0	0.9982850290161307	0.0021833851587392816	False
HLA-P	cds	EUR	SAS	456.0	0.9986199527612158	0.0	False
HLA-P	cds	EUR	UNASSIGNED	456.0	0.9974159115470881	0.0	False
HLA-P	cds	MID	AFR	456.0	1.0	0.0	False
HLA-P	cds	MID	AMR	456.0	1.0	0.0	False
HLA-P	cds	MID	EAS	456.0	1.0	0.0	False
HLA-P	cds	MID	EUR	456.0	1.0	0.0004775547006821146	False
HLA-P	cds	MID	MID	456.0	1.0	0.0021833851587392816	True
HLA-P	cds	MID	SAS	456.0	1.0	0.0	False
HLA-P	cds	MID	UNASSIGNED	456.0	1.0	0.0	False
HLA-P	cds	SAS	AFR	456.0	0.9982348516342723	0.0	False
HLA-P	cds	SAS	AMR	456.0	0.9983690488300521	0.0	False
HLA-P	cds	SAS	EAS	456.0	0.9995376725195932	0.0	False
HLA-P	cds	SAS	EUR	456.0	0.9998128148298735	0.0004775547006821146	False
HLA-P	cds	SAS	MID	456.0	0.9991412469826655	0.0021833851587392816	False
HLA-P	cds	SAS	SAS	456.0	0.9993089563954627	0.0	True
HLA-P	cds	SAS	UNASSIGNED	456.0	0.9987060458883155	0.0	False
HLA-P	cds	UNASSIGNED	AFR	456.0	0.9990645105997624	0.0	False
HLA-P	cds	UNASSIGNED	AMR	456.0	0.9991356321307516	0.0	False
HLA-P	cds	UNASSIGNED	EAS	456.0	0.9997549767114444	0.0	False
HLA-P	cds	UNASSIGNED	EUR	456.0	0.9999007960203601	0.0004775547006821146	False
HLA-P	cds	UNASSIGNED	MID	456.0	0.9995448799881435	0.0021833851587392816	False
HLA-P	cds	UNASSIGNED	SAS	456.0	0.9996337622492826	0.0	False
HLA-P	cds	UNASSIGNED	UNASSIGNED	456.0	0.9993142330812652	0.0	True
HLA-T	cds	AFR	AFR	455.0	0.9999999999999638	0.0	True
HLA-T	cds	AFR	AMR	455.0	0.9999999999999464	0.0	False
HLA-T	cds	AFR	EAS	455.0	0.999999999999986	0.0	False
HLA-T	cds	AFR	EUR	455.0	0.9999999999999437	0.0	False
HLA-T	cds	AFR	MID	455.0	0.999999999999939	0.0	False
HLA-T	cds	AFR	SAS	455.0	0.9999999999999601	0.0	False
HLA-T	cds	AFR	UNASSIGNED	455.0	0.9999999999999469	0.0	False
HLA-T	cds	AMR	AFR	455.0	1.0	0.0	False
HLA-T	cds	AMR	AMR	455.0	1.0	0.0	True
HLA-T	cds	AMR	EAS	455.0	1.0	0.0	False
HLA-T	cds	AMR	EUR	455.0	1.0	0.0	False
HLA-T	cds	AMR	MID	455.0	1.0	0.0	False
HLA-T	cds	AMR	SAS	455.0	1.0	0.0	False
HLA-T	cds	AMR	UNASSIGNED	455.0	1.0	0.0	False
HLA-T	cds	EAS	AFR	455.0	0.999999466761635	0.0	False
HLA-T	cds	EAS	AMR	455.0	0.9999992073312536	0.0	False
HLA-T	cds	EAS	EAS	455.0	0.9999997936365201	0.0	True
HLA-T	cds	EAS	EUR	455.0	0.999999167828021	0.0	False
HLA-T	cds	EAS	MID	455.0	0.9999991003196791	0.0	False
HLA-T	cds	EAS	SAS	455.0	0.9999994118394383	0.0	False
HLA-T	cds	EAS	UNASSIGNED	455.0	0.9999992152516234	0.0	False
HLA-T	cds	EUR	AFR	455.0	1.0	0.0	False
HLA-T	cds	EUR	AMR	455.0	1.0	0.0	False
HLA-T	cds	EUR	EAS	455.0	1.0	0.0	False
HLA-T	cds	EUR	EUR	455.0	1.0	0.0	True
HLA-T	cds	EUR	MID	455.0	1.0	0.0	False
HLA-T	cds	EUR	SAS	455.0	1.0	0.0	False
HLA-T	cds	EUR	UNASSIGNED	455.0	1.0	0.0	False
HLA-T	cds	MID	AFR	455.0	1.0	0.0	False
HLA-T	cds	MID	AMR	455.0	1.0	0.0	False
HLA-T	cds	MID	EAS	455.0	1.0	0.0	False
HLA-T	cds	MID	EUR	455.0	1.0	0.0	False
HLA-T	cds	MID	MID	455.0	1.0	0.0	True
HLA-T	cds	MID	SAS	455.0	1.0	0.0	False
HLA-T	cds	MID	UNASSIGNED	455.0	1.0	0.0	False
HLA-T	cds	SAS	AFR	455.0	0.9999999999999998	0.0	False
HLA-T	cds	SAS	AMR	455.0	0.9999999999999998	0.0	False
HLA-T	cds	SAS	EAS	455.0	1.0	0.0	False
HLA-T	cds	SAS	EUR	455.0	0.9999999999999998	0.0	False
HLA-T	cds	SAS	MID	455.0	0.9999999999999998	0.0	False
HLA-T	cds	SAS	SAS	455.0	0.9999999999999999	0.0	True
HLA-T	cds	SAS	UNASSIGNED	455.0	0.9999999999999998	0.0	False
HLA-T	cds	UNASSIGNED	AFR	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	AMR	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	EAS	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	EUR	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	MID	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	SAS	455.0	1.0	0.0	False
HLA-T	cds	UNASSIGNED	UNASSIGNED	455.0	1.0	0.0	True
HLA-U	cds	AFR	AFR	25.0	0.9902650081124934	0.022198731501057112	True
HLA-U	cds	AFR	AMR	25.0	0.9501661129568109	0.0	False
HLA-U	cds	AFR	EUR	25.0	0.9922480620155041	0.0	False
HLA-U	cds	AFR	MID	25.0	1.0	0.0	False
HLA-U	cds	AFR	SAS	25.0	0.9669824863623318	0.012044564890093312	False
HLA-U	cds	AFR	UNASSIGNED	25.0	0.9800963754452127	0.013472871367608219	False
HLA-U	cds	AMR	AFR	25.0	0.9894609674291436	0.022198731501057112	False
HLA-U	cds	AMR	AMR	25.0	0.9764582649066587	0.0	True
HLA-U	cds	AMR	EUR	25.0	0.991607807397281	0.0	False
HLA-U	cds	AMR	MID	25.0	1.0	0.0	False
HLA-U	cds	AMR	SAS	25.0	0.965275140713737	0.012044564890093312	False
HLA-U	cds	AMR	UNASSIGNED	25.0	0.9862278546489073	0.013472871367608219	False
HLA-U	cds	EUR	AFR	25.0	0.9863032996047566	0.022198731501057112	False
HLA-U	cds	EUR	AMR	25.0	0.9457413476105074	0.0	False
HLA-U	cds	EUR	EUR	25.0	0.9890933682037878	0.0	True
HLA-U	cds	EUR	MID	25.0	1.0	0.0	False
HLA-U	cds	EUR	SAS	25.0	0.9585699695310882	0.012044564890093312	False
HLA-U	cds	EUR	UNASSIGNED	25.0	0.9793290174910114	0.013472871367608219	False
HLA-U	cds	MID	AFR	25.0	0.9767441860465116	0.022198731501057112	False
HLA-U	cds	MID	AMR	25.0	0.935064935064935	0.0	False
HLA-U	cds	MID	EUR	25.0	0.9814814814814815	0.0	False
HLA-U	cds	MID	MID	25.0	1.0	0.0	True
HLA-U	cds	MID	SAS	25.0	0.9382716049382716	0.012044564890093312	False
HLA-U	cds	MID	UNASSIGNED	25.0	0.9774774774774775	0.013472871367608219	False
HLA-U	cds	SAS	AFR	25.0	0.9948660079658019	0.022198731501057112	False
HLA-U	cds	SAS	AMR	25.0	0.9553048920137528	0.0	False
HLA-U	cds	SAS	EUR	25.0	0.9959118211579535	0.0	False
HLA-U	cds	SAS	MID	25.0	1.0	0.0	False
HLA-U	cds	SAS	SAS	25.0	0.9805629054990935	0.012044564890093312	True
HLA-U	cds	SAS	UNASSIGNED	25.0	0.9809875601014841	0.013472871367608219	False
HLA-U	cds	UNASSIGNED	AFR	25.0	0.9793630840142509	0.022198731501057112	False
HLA-U	cds	UNASSIGNED	AMR	25.0	0.946288475700246	0.0	False
HLA-U	cds	UNASSIGNED	EUR	25.0	0.9835669002335702	0.0	False
HLA-U	cds	UNASSIGNED	MID	25.0	1.0	0.0	False
HLA-U	cds	UNASSIGNED	SAS	25.0	0.9438327216105081	0.012044564890093312	False
HLA-U	cds	UNASSIGNED	UNASSIGNED	25.0	0.980918150631985	0.013472871367608219	True
HLA-W	cds	AFR	AFR	134.0	0.9986315473940761	0.0017985494519791034	True
HLA-W	cds	AFR	AMR	134.0	0.9957133807711012	0.0016977830314408582	False
HLA-W	cds	AFR	EAS	134.0	0.934375	0.0	False
HLA-W	cds	AFR	EUR	134.0	0.9874095867004206	0.0	False
HLA-W	cds	AFR	MID	134.0	0.9925373134328358	0.0073521282476506356	False
HLA-W	cds	AFR	SAS	134.0	1.0	0.0	False
HLA-W	cds	AFR	UNASSIGNED	134.0	0.9881397697581389	0.0015062758972643753	False
HLA-W	cds	AMR	AFR	134.0	0.9989255377668892	0.0017985494519791034	False
HLA-W	cds	AMR	AMR	134.0	0.9966571980109468	0.0016977830314408582	True
HLA-W	cds	AMR	EAS	134.0	0.934375	0.0	False
HLA-W	cds	AMR	EUR	134.0	0.9901144376275118	0.0	False
HLA-W	cds	AMR	MID	134.0	0.9925373134328358	0.0073521282476506356	False
HLA-W	cds	AMR	SAS	134.0	1.0	0.0	False
HLA-W	cds	AMR	UNASSIGNED	134.0	0.9897436406161942	0.0015062758972643753	False
HLA-W	cds	EAS	AFR	134.0	0.9981949458483754	0.0017985494519791034	False
HLA-W	cds	EAS	AMR	134.0	0.9948892674616695	0.0016977830314408582	False
HLA-W	cds	EAS	EAS	134.0	0.9978918783341911	0.0	True
HLA-W	cds	EAS	EUR	134.0	0.9833926453143536	0.0	False
HLA-W	cds	EAS	MID	134.0	0.9925373134328358	0.0073521282476506356	False
HLA-W	cds	EAS	SAS	134.0	1.0	0.0	False
HLA-W	cds	EAS	UNASSIGNED	134.0	0.9897854235241664	0.0015062758972643753	False
HLA-W	cds	EUR	AFR	134.0	0.999843329908351	0.0017985494519791034	False
HLA-W	cds	EUR	AMR	134.0	0.998000697680499	0.0016977830314408582	False
HLA-W	cds	EUR	EAS	134.0	0.934375	0.0	False
HLA-W	cds	EUR	EUR	134.0	0.9985585608175216	0.0	True
HLA-W	cds	EUR	MID	134.0	0.9925373134328358	0.0073521282476506356	False
HLA-W	cds	EUR	SAS	134.0	1.0	0.0	False
HLA-W	cds	EUR	UNASSIGNED	134.0	0.9928603047559873	0.0015062758972643753	False
HLA-W	cds	MID	AFR	134.0	0.9981949458483754	0.0017985494519791034	False
HLA-W	cds	MID	AMR	134.0	0.9948892674616695	0.0016977830314408582	False
HLA-W	cds	MID	EAS	134.0	0.934375	0.0	False
HLA-W	cds	MID	EUR	134.0	0.9833926453143536	0.0	False
HLA-W	cds	MID	MID	134.0	1.0	0.0073521282476506356	True
HLA-W	cds	MID	SAS	134.0	1.0	0.0	False
HLA-W	cds	MID	UNASSIGNED	134.0	0.9869412355600201	0.0015062758972643753	False
HLA-W	cds	SAS	AFR	134.0	0.9981949458483754	0.0017985494519791034	False
HLA-W	cds	SAS	AMR	134.0	0.9948892674616695	0.0016977830314408582	False
HLA-W	cds	SAS	EAS	134.0	0.934375	0.0	False
HLA-W	cds	SAS	EUR	134.0	0.9833926453143536	0.0	False
HLA-W	cds	SAS	MID	134.0	0.9925373134328358	0.0073521282476506356	False
HLA-W	cds	SAS	SAS	134.0	1.0	0.0	True
HLA-W	cds	SAS	UNASSIGNED	134.0	0.9864389753892516	0.0015062758972643753	False
HLA-W	cds	UNASSIGNED	AFR	134.0	0.9993217025889627	0.0017985494519791034	False
HLA-W	cds	UNASSIGNED	AMR	134.0	0.9974307385637011	0.0016977830314408582	False
HLA-W	cds	UNASSIGNED	EAS	134.0	0.9551035646088315	0.0	False
HLA-W	cds	UNASSIGNED	EUR	134.0	0.9937593419691522	0.0	False
HLA-W	cds	UNASSIGNED	MID	134.0	0.9930395736036195	0.0073521282476506356	False
HLA-W	cds	UNASSIGNED	SAS	134.0	1.0	0.0	False
HLA-W	cds	UNASSIGNED	UNASSIGNED	134.0	0.9924494179172366	0.0015062758972643753	True
HLA-Y	cds	AMR	AMR	1.0	1.0	0.0	True
HLA-Y	cds	AMR	EAS	1.0	0.9772727272727273	0.0	False
HLA-Y	cds	AMR	UNASSIGNED	1.0	0.9285714285714286	0.06190476190476191	False
HLA-Y	cds	EAS	AMR	1.0	0.9772727272727266	0.0	False
HLA-Y	cds	EAS	EAS	1.0	0.9555785123966931	0.0	True
HLA-Y	cds	EAS	UNASSIGNED	1.0	0.909090909090907	0.06190476190476191	False
HLA-Y	cds	UNASSIGNED	AMR	1.0	0.9285714285714288	0.0	False
HLA-Y	cds	UNASSIGNED	EAS	1.0	0.9090909090909095	0.0	False
HLA-Y	cds	UNASSIGNED	UNASSIGNED	1.0	0.8673469387755107	0.06190476190476191	True
MICA	cds	AFR	AFR	452.0	0.96545909756294	0.01129716481175791	True
MICA	cds	AFR	AMR	452.0	0.8146531865910964	0.01575962342764725	False
MICA	cds	AFR	EAS	452.0	0.6786957639163931	0.014389710600982264	False
MICA	cds	AFR	EUR	452.0	0.7985595840711652	0.014064622355920542	False
MICA	cds	AFR	MID	452.0	0.7292425450190125	0.022074947137598833	False
MICA	cds	AFR	SAS	452.0	0.7494307250607563	0.014567781163745464	False
MICA	cds	AFR	UNASSIGNED	452.0	0.8125077413236841	0.01031698608300824	False
MICA	cds	AMR	AFR	452.0	0.9227502036825714	0.01129716481175791	False
MICA	cds	AMR	AMR	452.0	0.9696721854161328	0.01575962342764725	True
MICA	cds	AMR	EAS	452.0	0.7743863817604566	0.014389710600982264	False
MICA	cds	AMR	EUR	452.0	0.9037659432922146	0.014064622355920542	False
MICA	cds	AMR	MID	452.0	0.936949667142169	0.022074947137598833	False
MICA	cds	AMR	SAS	452.0	0.899973169494147	0.014567781163745464	False
MICA	cds	AMR	UNASSIGNED	452.0	0.9413892695367643	0.01031698608300824	False
MICA	cds	EAS	AFR	452.0	0.5326851256258253	0.01129716481175791	False
MICA	cds	EAS	AMR	452.0	0.7204390726645478	0.01575962342764725	False
MICA	cds	EAS	EAS	452.0	0.975405347863698	0.014389710600982264	True
MICA	cds	EAS	EUR	452.0	0.663130062642556	0.014064622355920542	False
MICA	cds	EAS	MID	452.0	0.6236440562319667	0.022074947137598833	False
MICA	cds	EAS	SAS	452.0	0.8827124402534021	0.014567781163745464	False
MICA	cds	EAS	UNASSIGNED	452.0	0.6586402496257577	0.01031698608300824	False
MICA	cds	EUR	AFR	452.0	0.7810456991728428	0.01129716481175791	False
MICA	cds	EUR	AMR	452.0	0.8831584498591346	0.01575962342764725	False
MICA	cds	EUR	EAS	452.0	0.7677757363434434	0.014389710600982264	False
MICA	cds	EUR	EUR	452.0	0.9781709832865073	0.014064622355920542	True
MICA	cds	EUR	MID	452.0	0.9323262880777532	0.022074947137598833	False
MICA	cds	EUR	SAS	452.0	0.9014416285599066	0.014567781163745464	False
MICA	cds	EUR	UNASSIGNED	452.0	0.9203057659458751	0.01031698608300824	False
MICA	cds	MID	AFR	452.0	0.8482109227871938	0.01129716481175791	False
MICA	cds	MID	AMR	452.0	0.8970792767732962	0.01575962342764725	False
MICA	cds	MID	EAS	452.0	0.7054263565891472	0.014389710600982264	False
MICA	cds	MID	EUR	452.0	0.8584437086092713	0.014064622355920542	False
MICA	cds	MID	MID	452.0	0.9999999999999992	0.022074947137598833	True
MICA	cds	MID	SAS	452.0	0.8927152317880797	0.014567781163745464	False
MICA	cds	MID	UNASSIGNED	452.0	0.9172457359444093	0.01031698608300824	False
MICA	cds	SAS	AFR	452.0	0.5668965588626296	0.01129716481175791	False
MICA	cds	SAS	AMR	452.0	0.7793862893863372	0.01575962342764725	False
MICA	cds	SAS	EAS	452.0	0.8440326919788766	0.014389710600982264	False
MICA	cds	SAS	EUR	452.0	0.7873572656982308	0.014064622355920542	False
MICA	cds	SAS	MID	452.0	0.7980465795626295	0.022074947137598833	False
MICA	cds	SAS	SAS	452.0	0.9845443879586901	0.014567781163745464	True
MICA	cds	SAS	UNASSIGNED	452.0	0.7603306772048273	0.01031698608300824	False
MICA	cds	UNASSIGNED	AFR	452.0	0.93886607107838	0.01129716481175791	False
MICA	cds	UNASSIGNED	AMR	452.0	0.9530171058468023	0.01575962342764725	False
MICA	cds	UNASSIGNED	EAS	452.0	0.8411766975737421	0.014389710600982264	False
MICA	cds	UNASSIGNED	EUR	452.0	0.9432961221319485	0.014064622355920542	False
MICA	cds	UNASSIGNED	MID	452.0	0.9469251098780612	0.022074947137598833	False
MICA	cds	UNASSIGNED	SAS	452.0	0.9323744805388039	0.014567781163745464	False
MICA	cds	UNASSIGNED	UNASSIGNED	452.0	0.9592460500043549	0.01031698608300824	True
MICB	cds	AFR	AFR	551.0	0.9795153596528355	0.005876951067084746	True
MICB	cds	AFR	AMR	551.0	0.9302739737665955	0.0067464022728547235	False
MICB	cds	AFR	EAS	551.0	0.9292987655443128	0.007027946222696091	False
MICB	cds	AFR	EUR	551.0	0.9218558754307996	0.014189113591056235	False
MICB	cds	AFR	MID	551.0	0.888438975672373	0.01809617690296106	False
MICB	cds	AFR	SAS	551.0	0.9069911632605965	0.011689260029505655	False
MICB	cds	AFR	UNASSIGNED	551.0	0.9136904881912988	0.006265884909965491	False
MICB	cds	AMR	AFR	551.0	0.9527326198117689	0.005876951067084746	False
MICB	cds	AMR	AMR	551.0	0.982883127998788	0.0067464022728547235	True
MICB	cds	AMR	EAS	551.0	0.9425929319320652	0.007027946222696091	False
MICB	cds	AMR	EUR	551.0	0.945430529404051	0.014189113591056235	False
MICB	cds	AMR	MID	551.0	0.9475970152885801	0.01809617690296106	False
MICB	cds	AMR	SAS	551.0	0.9648406352933142	0.011689260029505655	False
MICB	cds	AMR	UNASSIGNED	551.0	0.9588899724296709	0.006265884909965491	False
MICB	cds	EAS	AFR	551.0	0.9100777477840498	0.005876951067084746	False
MICB	cds	EAS	AMR	551.0	0.9229902004769768	0.0067464022728547235	False
MICB	cds	EAS	EAS	551.0	0.9890296761798185	0.007027946222696091	True
MICB	cds	EAS	EUR	551.0	0.8851593856434159	0.014189113591056235	False
MICB	cds	EAS	MID	551.0	0.8652086707885985	0.01809617690296106	False
MICB	cds	EAS	SAS	551.0	0.9396200484690821	0.011689260029505655	False
MICB	cds	EAS	UNASSIGNED	551.0	0.8841998434809744	0.006265884909965491	False
MICB	cds	EUR	AFR	551.0	0.9367336812969159	0.005876951067084746	False
MICB	cds	EUR	AMR	551.0	0.9572398635147138	0.0067464022728547235	False
MICB	cds	EUR	EAS	551.0	0.9618286097191884	0.007027946222696091	False
MICB	cds	EUR	EUR	551.0	0.981620871214392	0.014189113591056235	True
MICB	cds	EUR	MID	551.0	0.951556988774292	0.01809617690296106	False
MICB	cds	EUR	SAS	551.0	0.9697291896856207	0.011689260029505655	False
MICB	cds	EUR	UNASSIGNED	551.0	0.9581460357290402	0.006265884909965491	False
MICB	cds	MID	AFR	551.0	0.9537105069801618	0.005876951067084746	False
MICB	cds	MID	AMR	551.0	0.9577414772727274	0.0067464022728547235	False
MICB	cds	MID	EAS	551.0	0.9569420035149386	0.007027946222696091	False
MICB	cds	MID	EUR	551.0	0.964079822616408	0.014189113591056235	False
MICB	cds	MID	MID	551.0	1.0000000000000004	0.01809617690296106	True
MICB	cds	MID	SAS	551.0	0.9732099366780321	0.011689260029505655	False
MICB	cds	MID	UNASSIGNED	551.0	0.9621101719615271	0.006265884909965491	False
MICB	cds	SAS	AFR	551.0	0.9167602230174919	0.005876951067084746	False
MICB	cds	SAS	AMR	551.0	0.9496737239154073	0.0067464022728547235	False
MICB	cds	SAS	EAS	551.0	0.97286059541951	0.007027946222696091	False
MICB	cds	SAS	EUR	551.0	0.9284262808685283	0.014189113591056235	False
MICB	cds	SAS	MID	551.0	0.9358825963774966	0.01809617690296106	False
MICB	cds	SAS	SAS	551.0	0.9853971879664096	0.011689260029505655	True
MICB	cds	SAS	UNASSIGNED	551.0	0.9363700460525363	0.006265884909965491	False
MICB	cds	UNASSIGNED	AFR	551.0	0.9682594970782915	0.005876951067084746	False
MICB	cds	UNASSIGNED	AMR	551.0	0.9765877222949829	0.0067464022728547235	False
MICB	cds	UNASSIGNED	EAS	551.0	0.9710136049567826	0.007027946222696091	False
MICB	cds	UNASSIGNED	EUR	551.0	0.9673393844249886	0.014189113591056235	False
MICB	cds	UNASSIGNED	MID	551.0	0.9634488601805453	0.01809617690296106	False
MICB	cds	UNASSIGNED	SAS	551.0	0.9718124226000859	0.011689260029505655	False
MICB	cds	UNASSIGNED	UNASSIGNED	551.0	0.9735749929189774	0.006265884909965491	True
TAP1	cds	AFR	AFR	561.0	0.9831437841760973	0.004771333636204855	True
TAP1	cds	AFR	AMR	561.0	0.9841905720751192	0.007607909049012651	False
TAP1	cds	AFR	EAS	561.0	0.9762922871009794	0.00432189407232042	False
TAP1	cds	AFR	EUR	561.0	0.9810594860748397	0.009790675414499517	False
